Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking,NObeyesdad
-0.5221243865315548,-0.8755893428985058,-0.8625581878787723,1.0,0.0,-0.7850187010698834,0.4041527212394904,1,0.0,-0.013073263985237213,0.0,-1.1880391100619079,1.0,-1.4191715978588444,False,False,False,True,False,1
-0.5221243865315548,-1.9475992778306654,-1.1680769935237438,1.0,0.0,1.088341755265735,0.4041527212394904,1,1.0,1.6187585428550124,1.0,2.3397501195133885,0.0,0.5211595181256249,False,False,False,True,False,1
-0.20688898174867157,-2.162001264817097,-1.2062668442293651,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-0.013073263985237213,0.0,-0.01210936687014236,0.0,0.5211595181256249,False,False,True,False,False,1
-0.5221243865315548,0.1964205920336515,-0.2515205765888294,1.0,1.0,-0.7850187010698834,0.4041527212394904,2,0.0,-0.013073263985237213,1.0,1.163820376321623,1.0,0.5211595181256249,False,False,False,True,False,6
-0.36450668414011317,-0.017981394952780436,-0.7861784864675294,1.0,0.0,1.088341755265735,0.4041527212394904,3,0.0,-0.013073263985237213,1.0,1.163820376321623,1.0,0.5211595181256249,False,False,False,True,False,1
0.7388172325999781,-1.8403982843374496,-0.3279002780000723,0.0,1.0,-0.7850187010698834,-2.1670227344876687,1,0.0,-0.013073263985237213,0.0,-1.1880391100619079,0.0,-1.4191715978588444,True,False,False,False,False,2
0.8964349349914197,0.08921959854043553,-0.17514087517758659,1.0,1.0,1.088341755265735,1.6897404491030699,2,1.0,-1.6449050708254869,0.0,-1.1880391100619079,0.0,-1.4191715978588444,True,False,False,False,False,6
-0.20688898174867157,-0.5539863624188602,-0.6334190836450437,1.0,0.0,-0.7850187010698834,-2.1670227344876687,1,0.0,-0.013073263985237213,0.0,-1.1880391100619079,0.0,0.5211595181256249,False,False,False,True,False,5
4.364024387603135,-0.1251823884459964,0.015808378350520555,1.0,1.0,1.088341755265735,-2.1670227344876687,1,1.0,-0.013073263985237213,0.0,-1.1880391100619079,0.0,-1.4191715978588444,True,False,False,False,False,2
-0.36450668414011317,-0.5539863624188602,-1.015317590701258,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-0.013073263985237213,0.0,-0.01210936687014236,0.0,0.5211595181256249,True,False,False,False,False,1
-0.36450668414011317,-1.0899913298849377,-0.17514087517758659,1.0,1.0,-2.6583791574055016,-2.1670227344876687,1,0.0,-0.013073263985237213,0.0,-1.1880391100619079,2.0,0.5211595181256249,False,False,False,True,False,2
-0.20688898174867157,-1.0899913298849377,-1.3208363963462295,0.0,1.0,-0.7850187010698834,1.6897404491030699,2,0.0,-0.013073263985237213,0.0,1.163820376321623,1.0,0.5211595181256249,True,False,False,False,False,1
1.0540526373828614,-1.3043933168713697,-0.7097987850562866,1.0,0.0,-0.7850187010698834,-2.1670227344876687,1,0.0,-1.6449050708254869,0.0,-0.01210936687014236,0.0,0.5211595181256249,False,False,False,True,False,6
-0.049271279357229955,0.7324255594997313,-0.40427997941131516,0.0,0.0,-0.7850187010698834,0.4041527212394904,1,0.0,1.6187585428550124,0.0,-0.01210936687014236,1.0,0.5211595181256249,False,False,False,False,True,1
-0.5221243865315548,-2.162001264817097,-0.8243683371731508,1.0,0.0,-0.7850187010698834,0.4041527212394904,1,0.0,-0.013073263985237213,0.0,1.163820376321623,2.0,0.5211595181256249,False,False,False,True,False,6
-0.36450668414011317,-1.5187953038578017,-1.4354059484630937,0.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,-1.6449050708254869,1.0,1.163820376321623,0.0,-1.4191715978588444,False,False,False,False,True,1
-0.5221243865315548,-1.0899913298849377,-1.4735957991687152,0.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,-1.6449050708254869,0.0,-0.01210936687014236,0.0,0.5211595181256249,False,False,False,True,False,1
-0.5221243865315548,0.5180235725132994,0.05399822905614198,1.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,1.6187585428550124,0.0,2.3397501195133885,0.0,0.5211595181256249,False,False,False,True,False,6
-0.5221243865315548,-0.3395843754324283,-0.4424698301169366,1.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,-0.013073263985237213,0.0,-0.01210936687014236,0.0,0.5211595181256249,False,False,False,True,False,5
-0.5221243865315548,-0.4467853689256443,-0.8625581878787723,1.0,1.0,-2.6583791574055016,0.4041527212394904,1,0.0,-1.6449050708254869,0.0,-1.1880391100619079,0.0,-1.4191715978588444,False,False,False,True,False,1
-0.5221243865315548,-1.8403982843374496,-0.8243683371731508,1.0,0.0,-0.7850187010698834,0.4041527212394904,1,0.0,-1.6449050708254869,0.0,-1.1880391100619079,1.0,-1.4191715978588444,False,False,False,True,False,6
-0.6797420889229964,-0.4467853689256443,-1.015317590701258,1.0,0.0,1.088341755265735,0.4041527212394904,1,0.0,-0.013073263985237213,0.0,-0.01210936687014236,0.0,0.5211595181256249,False,False,False,False,True,1
-0.5221243865315548,-1.6259962973510176,-1.3972160977574724,0.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,-0.013073263985237213,0.0,-1.1880391100619079,0.0,0.5211595181256249,False,False,False,True,False,1
-0.5221243865315548,-0.9827903363917218,-1.225361769582176,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,1.6187585428550124,0.0,-1.1880391100619079,1.0,0.5211595181256249,False,False,False,False,True,1
-0.6797420889229964,-2.162001264817097,-1.6263552019912009,0.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,-1.6449050708254869,0.0,-1.1880391100619079,0.0,0.5211595181256249,True,False,False,False,False,1
-0.20688898174867157,-0.6611873559120762,-1.3208363963462295,0.0,1.0,1.088341755265735,-2.1670227344876687,1,0.0,-0.013073263985237213,0.0,1.163820376321623,2.0,-1.4191715978588444,False,False,False,True,False,1
-0.20688898174867157,-0.7683883494052922,-1.2062668442293651,1.0,0.0,1.088341755265735,0.4041527212394904,0,0.0,-0.013073263985237213,1.0,1.163820376321623,1.0,-1.4191715978588444,False,False,False,True,False,1
-0.36450668414011317,-1.0899913298849377,-1.2062668442293651,0.0,0.0,1.088341755265735,1.6897404491030699,3,0.0,1.6187585428550124,0.0,1.163820376321623,0.0,-1.4191715978588444,False,False,False,True,False,1
-1.1525951960973213,-0.5539863624188602,-0.747988635761908,1.0,1.0,1.088341755265735,-2.1670227344876687,1,0.0,-0.013073263985237213,0.0,-0.01210936687014236,1.0,-1.4191715978588444,False,False,False,False,True,1
-0.5221243865315548,-1.6259962973510176,-1.4354059484630937,1.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,1.6187585428550124,0.0,2.3397501195133885,1.0,0.5211595181256249,False,False,False,True,False,1
-0.5221243865315548,-0.4467853689256443,-1.1298871428181223,1.0,1.0,-0.7850187010698834,0.4041527212394904,2,0.0,-1.6449050708254869,0.0,-0.01210936687014236,1.0,-1.4191715978588444,False,False,False,True,False,1
-0.5221243865315548,-0.8755893428985058,-0.6716089343506652,1.0,1.0,-2.6583791574055016,0.4041527212394904,2,0.0,-0.013073263985237213,0.0,-1.1880391100619079,1.0,-1.4191715978588444,False,False,False,True,False,5
-0.20688898174867157,-0.5539863624188602,-0.2515205765888294,1.0,1.0,-0.7850187010698834,0.4041527212394904,3,0.0,-0.013073263985237213,0.0,-1.1880391100619079,2.0,-1.4191715978588444,False,False,False,True,False,6
-0.36450668414011317,-0.3395843754324283,-1.3972160977574724,1.0,0.0,1.088341755265735,0.4041527212394904,0,0.0,1.6187585428550124,1.0,1.163820376321623,1.0,0.5211595181256249,False,False,False,True,False,0
