Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS_Automobile,MTRANS_Bike,MTRANS_Motorbike,MTRANS_Public_Transportation,MTRANS_Walking
-0.5194686858639613,0.2421739760565553,1.773821749174311,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-0.5832157153135384,0.0,0.6201163243297352,0.912457,0.5211595181256249,False,False,False,True,False
-0.8239674879953446,0.7156486040180426,-1.4125773923560478,0.0,1.0,1.088341755265735,1.3372284373596928,1,0.0,-1.3325708311644564,0.0,1.163820376321623,1.0,0.5211595181256249,False,False,False,True,False
1.8910486614505144,-0.0030054161617771,-0.1369510244719651,1.0,1.0,-0.7850187010698834,-2.1670227344876687,1,0.0,-0.0130732639852372,0.0,0.5431317318322,0.0,-1.4191715978588444,True,False,False,False,False
0.2056323246281739,-0.789624866216296,0.827950764647911,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-0.6310479692356398,0.0,-1.081127105600142,0.438216,0.5211595181256249,False,False,False,True,False
-0.2068889817486715,-0.999202808495535,-0.138677358483262,1.0,1.0,-0.5039134711548986,0.3894186002904457,1,0.0,1.2407039090052974,0.0,1.263950793954402,0.0,-1.4191715978588444,False,False,False,True,False
-0.5628777044264813,-0.077595867434357,1.3835027619360143,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-0.9767613285055878,0.0,-0.0901969814667916,0.840393,0.5211595181256249,False,False,False,True,False
-0.8330383867679719,-1.2170566674724477,-0.4829790268356119,1.0,0.0,1.088341755265735,0.8705099542238266,1,0.0,-0.0130732639852372,0.0,2.2138339144719006,1.0,0.5211595181256249,False,False,False,True,False
-0.3802495402549702,1.519484533627572,2.996803827949052,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,0.6503332705994044,0.0,-1.07006983822491,0.479221,0.5211595181256249,False,False,False,True,False
-0.2100065022842718,0.2498388470913205,1.770275325068235,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,0.1265348425853666,0.0,0.307333123797644,0.587932,0.5211595181256249,False,False,False,True,False
-0.0920318586921113,-0.409168540308875,-0.2515205765888294,1.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,0.2113852010456392,0.0,-1.188039110061908,0.124977,-1.4191715978588444,False,False,False,True,False
-0.8516338080607095,0.3260909137630465,-1.3972160977574724,0.0,1.0,-2.558090678736031,0.8912092022301581,1,0.0,-1.6449050708254869,0.0,0.9914584742132904,0.861809,0.5211595181256249,False,False,False,True,False
-1.1525951960973213,-0.0179813949527804,-1.1680769935237438,1.0,1.0,-2.6583791574055016,0.4041527212394904,1,0.0,-1.6449050708254869,0.0,-0.0121093668701423,1.0,-1.4191715978588444,True,False,False,False,False
-0.1321521838942337,-1.3353208034941628,-0.3279002780000723,1.0,1.0,-0.7850187010698834,-2.1670227344876687,1,0.0,-0.0130732639852372,0.0,-0.1578058861218589,0.0,-1.4191715978588444,False,False,False,True,False
-0.5365014852551899,-0.0073041760008561,1.5239345955202772,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-1.2486440895068551,0.0,-0.5637086111578198,0.575969,0.5211595181256249,False,False,False,True,False
-0.7243086518918791,-0.1420558248218281,-1.4101626480959315,0.0,0.0,0.5533980568777299,0.4041527212394904,2,0.0,-0.0130732639852372,0.0,1.049969210445283,1.0,0.5211595181256249,False,False,False,True,False
-0.2277388090387136,-0.4959584646409813,-1.3809983575669724,1.0,1.0,1.088341755265735,1.2305310838856551,2,0.0,-0.0209435887896277,0.0,-1.0489607234048746,0.065515,-1.4191715978588444,False,False,False,True,False
-0.7077986704194829,-0.5172057015513359,-0.4390159782089707,1.0,0.0,0.6500428494596288,-0.3108757459454983,1,0.0,1.1421445315357606,0.0,-0.3615498252867506,0.827439,0.5211595181256249,False,False,False,True,False
-0.1351251689967409,-0.2573397732244318,1.0649019847419814,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,0.682240477918552,0.0,-0.8414185311694735,0.737226,0.5211595181256249,False,False,False,True,False
-0.2070924662024586,0.4119803497498101,-1.2575455024673243,1.0,1.0,-0.3324035746564599,0.4041527212394904,2,0.0,-0.2633538355275535,0.0,1.7050279294687147,0.814518,-1.4191715978588444,False,False,False,True,False
-0.5188711571541954,-0.5539863624188602,0.0589414087619253,1.0,1.0,0.8450896467314678,-2.165244766660033,1,0.0,1.6187585428550124,0.0,0.367196179234307,1.0,-1.4191715978588444,False,False,False,True,False
-0.3651185560607969,0.3057548852973831,-0.289822629075824,1.0,1.0,-0.2659536059097795,-2.1670227344876687,1,0.0,-0.0130732639852372,0.0,0.0604960632637469,0.0,0.5211595181256249,False,False,False,True,False
-0.5221243865315548,-0.8755893428985058,-0.6716089343506652,1.0,1.0,-2.6583791574055016,0.4041527212394904,2,0.0,-0.0130732639852372,0.0,-1.188039110061908,1.0,-1.4191715978588444,False,False,False,True,False
0.7121101738713674,-0.0179813949527804,-0.3279002780000723,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-0.5026701291597107,0.0,0.8429256124209951,1.0,2.461490634110094,True,False,False,False,False
-0.1278832660426636,-1.0899913298849375,-1.5881653512855796,0.0,0.0,0.3229597338647981,0.4041527212394904,2,0.0,0.1077606176476694,0.0,0.7874464230669507,0.0,-1.4191715978588444,False,False,False,True,False
-0.2068889817486715,-0.0179813949527804,-1.1680769935237438,0.0,0.0,1.088341755265735,1.68974044910307,3,0.0,1.6187585428550124,1.0,2.3397501195133885,0.0,-1.4191715978588444,True,False,False,False,False
0.0398817064110364,-0.8656196505036381,-0.1859015530312081,1.0,1.0,-0.2969277476948319,-1.6851960243739497,1,0.0,-0.0980345870083748,0.0,-1.188039110061908,0.078607,-1.4191715978588444,False,False,False,True,False
-0.2068889817486715,0.2911219496855585,-1.3421351434137094,1.0,1.0,-0.7850187010698834,0.4041527212394904,2,0.0,-1.2697224609558109,0.0,-0.4595118284730838,2.0,-1.4191715978588444,False,False,False,True,False
-0.9949774937058796,-0.8755893428985058,-1.2062668442293651,1.0,1.0,-0.7850187010698834,0.4041527212394904,2,0.0,-1.6449050708254869,0.0,-0.0121093668701423,1.0,-1.4191715978588444,False,False,False,True,False
0.2659641254256533,-0.7341376319842091,0.9661149612769756,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,0.9978742814930138,0.0,-1.188039110061908,0.140368,0.5211595181256249,False,False,False,True,False
-0.2641013705981216,0.0204394411151884,-1.3358415323971249,1.0,1.0,0.2639882200598091,0.4041527212394904,2,0.0,-0.0281056985898495,0.0,-0.6165301992922507,1.561272,-1.4191715978588444,False,False,False,True,False
2.009783179985905,-2.134032525614717,-0.4317917569103912,1.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,-0.4050343684928446,0.0,-1.188039110061908,0.0,0.5211595181256249,True,False,False,False,False
-0.5298344140617343,0.0740077775637475,1.7066583280541547,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-0.3444069213733088,0.0,0.7929109685835629,0.887388,0.5211595181256249,False,False,False,True,False
2.15192771015128,-1.5166620040872882,-0.2515205765888294,1.0,1.0,0.2146158052330845,-1.817826253494452,1,0.0,-0.1865516715386173,0.0,0.3365949595272278,0.0,0.5211595181256249,True,False,False,False,False
-0.5208554064096016,-0.5539863624188602,0.0588309255238339,1.0,1.0,0.0721317556451097,-2.166238525973672,1,0.0,1.6187585428550124,0.0,0.4130280409752063,1.0,-1.4191715978588444,False,False,False,True,False
0.2659641254256533,-0.6167954245065337,0.968360409928914,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,1.2320225637929076,0.0,-1.188039110061908,0.101867,0.5211595181256249,False,False,False,True,False
-0.4386754277951323,-1.171689207026119,-1.6259943079020327,0.0,0.0,1.088341755265735,-1.379282711002444,2,0.0,0.9115699608928464,0.0,0.2118640916668774,0.0,-1.4191715978588444,False,False,False,True,False
-0.2068889817486715,-0.7683883494052922,-0.1369510244719651,1.0,0.0,1.088341755265735,-2.1670227344876687,1,1.0,1.6187585428550124,0.0,-0.0121093668701423,2.0,0.5211595181256249,False,False,False,True,False
-0.6985994708371086,-0.3327771123456073,-1.4070335244885157,0.0,0.0,0.875265736962122,1.1238774403943643,2,0.0,-0.6135808415752216,0.0,1.163820376321623,1.0,0.5211595181256249,False,False,False,True,False
0.1545602486107872,-2.1257780491157394,-0.8494797297959757,1.0,0.0,-0.7850187010698834,-2.1670227344876687,1,0.0,-0.6008476579864472,0.0,-1.1032345847721474,0.0,-1.4191715978588444,False,False,False,True,False
0.2659067525819826,-0.9814396038737088,0.6148890529033391,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,-1.6117576713331407,0.0,-1.0605847889163251,1.0,0.5211595181256249,False,False,False,True,False
0.2659641254256533,-0.8877352154612876,0.9238633908097068,1.0,1.0,1.088341755265735,0.4041527212394904,1,0.0,0.9957218953397916,0.0,-1.188039110061908,0.380695,0.5211595181256249,False,False,False,True,False
-0.3645066841401131,-0.1251823884459964,-0.8243683371731508,1.0,1.0,-0.7850187010698834,0.4041527212394904,1,0.0,-0.0130732639852372,0.0,-0.0121093668701423,1.0,0.5211595181256249,False,False,False,True,False
-0.2068889817486715,-0.7181325236556724,-0.1511576489344563,1.0,1.0,-0.6708898353490045,0.318544148853327,1,0.0,0.3708673871917507,0.0,-0.7404414441215966,0.0026,-1.4191715978588444,False,False,False,True,False
-0.6882149861327508,-1.0531677886200197,-1.5881653512855796,0.0,0.0,1.088341755265735,0.4041527212394904,2,0.0,0.7831284793764509,1.0,0.2588730590807111,0.0,0.5211595181256249,False,False,False,True,False
